Code	NCIt Preferred Name	Synonyms
C120305	Anti-CEACAM1 Monoclonal Antibody CM-24	Anti-CEACAM1 Monoclonal Antibody CM-24|Anti-CEACAM1 Monoclonal Antibody CM-24|CM-24
C120306	Personalized Polyepitope Plasmid DNA Breast Cancer Vaccine	Personalized Polyepitope Plasmid DNA Breast Cancer Vaccine|Personalized Polyepitope Plasmid DNA Breast Cancer Vaccine
C120307	Mavelertinib	"2-Propenamide, N-((3R,4R)-4-fluoro-1-(6-((3-methoxy-1-methyl-1H-pyrazol-4-yl)amino)-9-methyl-9H-purin-2-yl)-3-pyrrolidinyl)-|MAVELERTINIB|Mavelertinib|Mavelertinib|PF-06747775"
C120308	Transdermal 17beta-Estradiol Gel BHR-200	BHR-200|Transdermal 17beta-Estradiol Gel BHR-200
C120309	Axicabtagene Ciloleucel	AXICABTAGENE CILOLEUCEL|Axicabtagene Ciloleucel|Axicabtagene Ciloleucel|KTE C19|KTE-C19|KTE-C19 CAR|Yescarta
C120310	CYP17 Lyase Inhibitor ASN001	ASN001|CYP17 Lyase Inhibitor ASN001|CYP17 Lyase Inhibitor ASN001
C120312	HDAC Inhibitor MPT0E028	"(E)-N-hydroxy-3-(1-(phenylsulfonyl)indolin-5-yl)acrylamide|3-(1-Benzenesulfonyl-2,3-dihydro-1H-indol-5-yl)-N-hydroxy-acrylamide|HDAC Inhibitor MPT0E028|MPT 0E028|MPT-0E028|MPT0E028"
C120313	S-equol	"(-)-Equol|(3S)-3,4-dihydro-3-(4-hydroxyphenyl)-2H-1-benzopyran-7-ol|2H-1-benzopyran-7-ol, 3,4-Dihydro-3-(4-hydroxyphenyl)-, (3S)-|EQUOL, (-)-|S-equol|S-equol"
C120314	Compound Kushen Injection	CKI|Compound Kushen Injection|Yanshu Injection
C120316	Anti-EGFR Monoclonal Antibody GC1118	Anti-EGFR Monoclonal Antibody GC1118|GC1118
C120317	Anti-CD157 Monoclonal Antibody MEN1112	Anti-CD157 Monoclonal Antibody MEN1112|MEN1112
C120318	Procaspase Activating Compound-1 VO-100	PAC-1|PAC-1 VO-100|Procaspase Activating Compound-1 VO-100|Procaspase Activating Compound-1 VO-100|VO-100
C1204	Polysaccharide-K	Glycoproteins|KS-2|Krestin|Krestin|PSK|Polysaccharide-K|Polysaccharide-K
C120472	2-Methoxyestrone	"2-MeE1|2-MeOE1|2-Methoxyestrone|2-Methoxyestrone|2-OMeE1|3-Hydroxy-2-Methoxyestra-1,3,5(10)-Trien-17-One"
C120474	2-Hydroxyestradiol	"(17beta)-Estra-1,3,5(10)-Triene-2,3,17-Triol|2-HYDROXYESTRADIOL|2-Hydroxy-17beta-Estradiol|2-Hydroxyestradiol|2-Hydroxyestradiol|2-Hydroxyestradiol-17beta|2-OH-E2|2-OH-Estradiol|2-OHE2"
C120546	Anti-CD20-engineered Toxin Body MT-3724	Anti-CD20-engineered Toxin Body MT-3724|Anti-CD20-engineered Toxin Body MT-3724|MT-3724
C120550	alpha-Folate Receptor-targeting Thymidylate Synthase Inhibitor ONX-0801	"BGC 945|N-[4-[2-Propyn-1-yl[(6S)-4,6,7,8-tetrahydro-2-(hydroxymethyl)-4-oxo-3H-cyclopenta[g]quinazolin-6-yl]amino]benzoyl]-l-gamma-glutamyl-d-glutamic Acid|ONX 0801|ONX-0801|alpha-Folate Receptor-targeting Thymidylate Synthase Inhibitor ONX-0801"
C120552	Autologous Tumor Infiltrating Lymphocytes LN-144	Autologous TIL LN-144|Autologous Tumor Infiltrating Lymphocytes LN-144|Autologous Tumor Infiltrating Lymphocytes LN-144|Contego|LN-144
C120553	Pamiparib	BGB-290|PARP Inhibitor BGB-290|Pamiparib|Pamiparib
C120554	Tomaralimab	Anti-TLR2 Monoclonal Antibody OPN-305|OPN-305|TOMARALIMAB|Tomaralimab|Tomaralimab
C120555	MAG-Tn3/AS15 Vaccine	MAG-Tn3 Plus AS15 Cancer Vaccine|MAG-Tn3/AS15|MAG-Tn3/AS15 Vaccine
C120556	EGFR Inhibitor ABBV-221	ABBV-221|EGFR Inhibitor ABBV-221|EGFR Inhibitor ABBV-221
C120557	NY-ESO-1-specific TCR Gene-transduced T Lymphocytes TBI-1301	NY-ESO-1-specific TCR Gene-transduced T Lymphocytes|NY-ESO-1-specific TCR Gene-transduced T Lymphocytes TBI-1301|TBI-1301
C121158	Anti-DR5 Agonistic Antibody DS-8273a	Anti-DR5 Agonistic Antibody DS-8273a|Anti-DR5 Agonistic Antibody DS-8273a|DS 8273|DS-8273a
C121167	Anti-CD20 B9E9 scFv-Streptavidin Fusion Protein	Anti-CD20 B9E9 scFv-SA Fusion Protein|Anti-CD20 B9E9 scFv-Streptavidin Fusion Protein|Anti-CD20 B9E9 scFv-Streptavidin Fusion Protein|Anti-CD20 B9E9-SA Fusion Protein|B9E9 scFvSA Fusion Protein|Recombinant Anti-CD20 B9E9 scFvSA Fusion Protein|scFv B9E9-streptavidin Fusion Protein
C121211	Anti-CD47 Monoclonal Antibody CC-90002	Anti-CD47 Mab CC-90002|Anti-CD47 Monoclonal Antibody CC-90002|Anti-CD47 Monoclonal Antibody CC-90002|CC 90002|CC-90002
C121212	Aprutumab Ixadotin	ADC BAY1187982|APRUTUMAB IXADOTIN|Aprutumab Ixadotin|Aprutumab Ixadotin|BAY 1187982|BAY1187982
C121213	BET Inhibitor BAY1238097	BAY 1238097|BAY1238097|BET Inhibitor BAY1238097|BET Inhibitor BAY1238097
C121214	Nanocell-encapsulated miR-16-based microRNA Mimic	Nanocell-encapsulated miR-16-based microRNA Mimic|TargomiRs
C121215	USP14/UCHL5 Inhibitor VLX1570	USP14/UCHL5 Inhibitor VLX1570|USP14/UCHL5 Inhibitor VLX1570|VLX1570
C121216	P-cadherin Inhibitor PCA062	P-CAD Inhibitor PCA062|P-cadherin Antagonist PCA062|P-cadherin Inhibitor PCA062|P-cadherin Inhibitor PCA062|PCA062
C121217	Anti-CD40 Monoclonal Antibody SEA-CD40	Anti-CD40 Monoclonal Antibody SEA-CD40|Anti-CD40 Monoclonal Antibody SEA-CD40|SEA-CD40
C121231	Anti-CD122 Humanized Monoclonal Antibody Mik-Beta-1	Anti-CD122 Humanized Monoclonal Antibody Mik-Beta-1|Anti-CD122 Humanized Monoclonal Antibody Mik-Beta-1|Hu-Mik-Beta-1|Hu-Mik-beta1|Hu-Mikb1|HuMikBeta1|Humanized Mik-beta-1
C1213	Rebeccamycin	"5H-Indolo[2, 3-a]pyrrolo[3,4-c]carbazole-5,7(6H)-dione, 1,11-dichloro-12, 13-dihydro-12-(4-O-methyl-.beta.-D-glucopyranosyl)-|5H-indolo(2,3-a)pyrrolo(3,4-c)carbazole-5,7(6H)-dione,1,11-dichloro-12,13-dihydro-12-(4-O-methyl-beta-D-glucopyranosyl)|BRN 4732638|Rebeccamycin|Rebeccamycin|rebeccamycin"
C121308	Autologous WT1-TCRc4 Gene-transduced CD8-positive Tcm/Tn Lymphocytes	Autologous WT1-TCRc4 Gene-transduced CD8-positive Tcm/Tn Lymphocytes|Autologous WT1-TCRc4 Gene-transduced CD8-positive Tcm/Tn Lymphocytes
C121374	PI3Kdelta Inhibitor GS-9901	GS-9901|PI3Kdelta Inhibitor GS-9901|PI3Kdelta Inhibitor GS-9901
C121375	Phosphaplatin PT-112	PT-112|Phosphaplatin PT-112|Phosphaplatin PT-112
C121376	Anti-OX40 Monoclonal Antibody MOXR0916	Anti-OX40 Monoclonal Antibody MOXR0916|Anti-OX40 Monoclonal Antibody MOXR0916|MOXR0916
C121379	Autologous Anti-NY-ESO-1/LAGE-1 TCR-transduced c259 T Lymphocytes GSK3377794	Autologous Anti-NY-ESO-1/LAGE-1 TCR-transduced c259 T Lymphocytes GSK3377794|Autologous Anti-NY-ESO-1/LAGE-1 TCR-transduced c259 T Lymphocytes GSK3377794|Autologous T-Cells Expressing Enhanced TCRs Specific for NY-ESO-1/LAGE-1a GSK3377794|Genetically Engineered NY-ESO-1 Specific [c259] T Cells GSK3377794|Genetically Engineered NY-ESO-1/LAGE-1 Specific (c259) T Cells GSK3377794|NY-ESO-1c259 T Cells GSK3377794
C121445	Allogeneic CD3- CD19- Selected Natural Killer Cells	Allogeneic CD3- CD19- Selected Natural Killer Cells|Allogeneic CD3- CD19- Selected Natural Killer Cells|Allogeneic CD3-/CD19- NK Cell Product|Allogeneic CD3-/CD19- NK Cells|Allogeneic CD3-/CD19- Natural Killer Cells|CD3/CD19-depleted Donor NK Cells
C121456	P-TEFb Inhibitor BAY1143572	BAY 1143572|BAY1143572|P-TEFb Inhibitor BAY1143572|P-TEFb Inhibitor BAY1143572
C121457	IDH1(R132) Inhibitor IDH305	IDH1(R132) Inhibitor IDH305|IDH1(R132) Inhibitor IDH305|IDH305
C1215	Resveratrol	"(E)-5-[2-(4-Hydroxyphenyl)ethenyl]-1,3-benzenediol|3,4',5-Stilbenetriol|RESVERATROL|RESVERATROL|Resveratrol|Resveratrol|Resveratrol|resveratrol"
C121535	Gamma-Secretase Inhibitor LY3039478	"4,4,4-Trifluoro-N-((S)-1-(((S)-5-(2-hydroxyethyl)-6-oxo-6,7-dihydro-5H-benzo[d]pyrido[2,3-b]azepin-7-yl)amino)-1-oxopropan-2-yl)butanamide|Gamma-Secretase Inhibitor LY3039478|Gamma-Secretase Inhibitor LY3039478|JSMD194|LY 3039478|LY-3039478|LY3039478"
C121536	Autologous NKG2D CAR-CD3zeta-DAP10-expressing T-Lymphocytes CYAD-01	Autologous CAR NKG2D|Autologous CAR-T NKG2D|Autologous CAR-T NKR-2|Autologous CM-CS1 T Cells|Autologous NKG2D CAR-CD3zeta-DAP10-expressing T-Lymphocytes CYAD-01|Autologous NKG2D CAR-CD3zeta-DAP10-expressing T-Lymphocytes CYAD-01|Autologous NKG2D CAR-CD3zeta-DAP10-expressing T-cells CYAD-01|Autologous NKR 2 T-cells|Autologous NKR-2 CAR-T Cells|CM CS-1|CM-CS-1|CM-CS1|CYAD-01|CYAD-101|NKR 2|NKR-2
C121537	Autologous HPV-16/18 E6/E7-specific TGF-beta-resistant T Lymphocytes	Anti-VEGFR2-CAR Retroviral Vector-transduced Autologous T-lymphocytes|Autologous HPV-16/18 E6/E7-specific TGF-beta-resistant T Lymphocytes|HPVST Cells
C121538	Agonistic Anti-CD40 Monoclonal Antibody ADC-1013	ADC 1013|ADC-1013|ADC1013|Agonistic Anti-CD40 Monoclonal Antibody ADC-1013|Agonistic Anti-CD40 Monoclonal Antibody ADC-1013|JNJ 7107|JNJ-64457107
C121539	Docetaxel-loaded Nanopharmaceutical CRLX301	CRLX301|Docetaxel-loaded Nanopharmaceutical CRLX301|Docetaxel-loaded Nanopharmaceutical CRLX301
C121540	Cemiplimab	"CEMIPLIMAB|Cemiplimab|Cemiplimab|Immunoglobulin G4, Anti-(Human Programmed Cell Death Protein 1) (Human Monoclonal REGN2810 Heavy Chain), Disulfide with Human Monoclonal REGN2810 kappa-chain, Dimer|REGN2810"
C121541	LmddA-LLO-chHER2 Fusion Protein-secreting Live-attenuated Listeria Cancer Vaccine ADXS31-164	ADXS31-164|LmddA-LLO-chHER2 Fusion Protein-secreting Live-attenuated Listeria Cancer Vaccine ADXS31-164|LmddA-LLO-chHER2 Fusion Protein-secreting Live-attenuated Listeria Cancer Vaccine ADXS31-164
C121542	Recombinant Super-compound Interferon	Recombinant Super Compound Interferon|Recombinant Super-compound Interferon|Recombinant Super-compound Interferon|rSIFN-co
C121544	Attenuated Chimpanzee Adenovirus 5T4 Vaccine	Attenuated Chimpanzee Adenovirus 5T4 Vaccine|ChAdOx.5T4 Vaccine|ChAdOx1.5T4 Vaccine
C121550	Anti-EGFR Monoclonal Antibody SYN004	Anti-EGFR Monoclonal Antibody SYN004|Anti-EGFR Monoclonal Antibody SYN004|SYN004
C121552	Anti-thyroglobulin mTCR-transduced Autologous Peripheral Blood Lymphocytes	Anti-thyroglobulin mTCR-transduced Autologous PBL|Anti-thyroglobulin mTCR-transduced Autologous Peripheral Blood Lymphocytes|Anti-thyroglobulin mTCR-transduced Autologous Peripheral Blood Lymphocytes
C121553	Pemigatinib	"2H-Pyrrolo(3',2':5,6)pyrido(4,3-d)pyrimidin-2-one, 3-(2,6-difluoro-3,5-dimethoxyphenyl)-1-ethyl-1,3,4,7-tetrahydro-8-(4-morpholinylmethyl)-|INCB054828|PEMIGATINIB|Pemigatinib"
C121570	HCV DNA Vaccine INO-8000	HCV DNA Vaccine INO-8000|HCV DNA Vaccine INO-8000|INO-8000
C1216	Retinyl Acetate	"Retinol Acetate|Retinyl Acetate|Retinyl Acetate|Retinyl acetate|VITAMIN A ACETATE|Vitamin A, acetate|vitamin A acetate"
C121625	Spartalizumab	PDR-001|PDR001|SPARTALIZUMAB|Spartalizumab|Spartalizumab
C121638	Anti-GPC3-CAR Autologous T Lymphocytes	Anti-GPC3 CAR Autologous T Cells|Anti-GPC3-CAR Autologous T Lymphocytes|Anti-GPC3-CAR Autologous T Lymphocytes|GPC3-targeted CAR Autologous T Cells
C121639	EZH2 Inhibitor CPI-1205	CPI-1205|EZH2 Inhibitor CPI-1205|EZH2 Inhibitor CPI-1205
C121640	Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous Dendritic Cell Vaccine	Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous DC Vaccine|Allogeneic Mesothelioma Tumor Lysate-pulsed Autologous Dendritic Cell Vaccine|MesoCancerVac
C121641	Citarinostat	"2-((2-Chlorophenyl)phenylamino)-N-(7-(hydroxyamino)-7-oxoheptyl)-5-pyrimidinecarboxamide|5-Pyrimidinecarboxamide, 2-((2-Chlorophenyl)phenylamino)-N-(7-(hydroxyamino)-7-oxoheptyl)-|ACY-241|CC-96241|CITARINOSTAT|Citarinostat|Citarinostat|HDAC-IN-2|Histone Deacetylase Inhibitor ACY-241"
C121642	Calculus bovis/Moschus/Olibanum/Myrrha Capsule	Calculus bovis/Moschus/Olibanum/Myrrha Capsule|Wangbang Pharmaceutical Xihuang Capsule|XHP|Xihuang Capsule
C121645	BMI1 Inhibitor PTC596	BMI1 Inhibitor PTC596|BMI1 Inhibitor PTC596|PTC596|Polycomb Ring Finger Oncogene Inhibitor PTC596
C121646	Raf Kinase Inhibitor HM95573	HM95573|Raf Kinase Inhibitor HM95573
C121647	c-Kit Inhibitor PLX9486	PLX9486|c-Kit Inhibitor PLX9486|c-Kit Inhibitor PLX9486
C121648	HPV16 L2/E6/E7 Fusion Protein Vaccine TA-CIN	HPV16 L2/E6/E7 Fusion Protein Vaccine TA-CIN|TA-CIN|Tissue Antigen-Cervical Intraepithelial Neoplasia Vaccine
C121649	Anti-FGFR3 Monoclonal Antibody B-701	Anti-FGFR3 Monoclonal Antibody B-701|Anti-FGFR3 Monoclonal Antibody B-701|B-701
C121653	Anti-mesothelin-Pseudomonas Exotoxin 24 Cytolytic Fusion Protein LMB-100	Anti-MSLN-PE24 cFP LMB-100|Anti-mesothelin-Pseudomonas Exotoxin 24 Cytolytic Fusion Protein LMB-100|Anti-mesothelin-Pseudomonas Exotoxin 24 Cytolytic Fusion Protein LMB-100|LMB-100|RG 7787|RG-7787|RG7787|RO 6927005|RO6927005
C121664	Adenosine A2A Receptor Antagonist PBF-509	A2AR Antagonist PBF-509|Adenosine A2A Receptor Antagonist PBF-509|Adenosine A2A Receptor Antagonist PBF-509|PBF-509
C121665	HDAC Inhibitor OBP-801	HDAC Inhibitor OBP-801|HDAC Inhibitor OBP-801|Histone Deacetylase Inhibitor OBP-801|OBP-801|YM753
C1217	Retinyl Palmitate	"Palmitate-1-14C|Retinol Hexadecanoate|Retinol Palmitate|Retinol-15-3H|Retinyl Palmitate|Retinyl Palmitate|Retinyl-10,11-14C2|VITAMIN A PALMITATE|Vitamin A Palmitate|retinyl palmitate"
C121775	Tislelizumab	BGB-A317|TISLELIZUMAB|Tislelizumab|Tislelizumab
C121776	Cancer Peptide Vaccine S-588410	Cancer Peptide Vaccine S-588410|S-588410
C121777	Androgen Receptor Ligand-binding Domain-encoding Plasmid DNA Vaccine MVI-118	AR LBD-encoding Plasmid DNA Vaccine MVI-118|Androgen Receptor Ligand-binding Domain-encoding Plasmid DNA Vaccine MVI-118|MVI-118|pTVG-AR|pTVG-AR Vaccine
C121778	Anti-sCLU Monoclonal Antibody AB-16B5	AB-16B5|Anti-sCLU Monoclonal Antibody AB-16B5
C121782	Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes	Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes|Anti-mesothelin iCasp9M28z CAR-transduced Autologous T Lymphocytes|iCasp9M28z T Cells
C121784	Anti-CEA-CAR Autologous T Lymphocytes	Anti-CEA-CAR Autologous T Lymphocytes|Autologous Anti-CEA CAR-T Cells
C1218	Rhizoxin	Rhizoxin|WF-1360|rhizoxin
C121817	PI3K/mTOR Inhibitor LY3023414	LY 3023414|LY-3023414|LY-3023414|LY3023414|PI3K/mTOR Inhibitor LY3023414|PI3K/mTOR Inhibitor LY3023414
C121828	4-Thio-2-deoxycytidine	4'-Thio-2'-deoxycytidine|4-Thio-2-deoxycytidine|4-Thio-2-deoxycytidine|T-dCyd|TdCyd
C121829	Mivebresib	"ABBV-075|Ethanesulfonamide, N-(4-(2,4-difluorophenoxy)-3-(6,7-dihydro-6-methyl-7-oxo-1H-pyrrolo(2,3-C)pyridin-4-yl)phenyl)-|MIVEBRESIB|Mivebresib|Mivebresib"
C121848	Autologous NSCLC Peptide-specific Dendritic Cell Vaccine	Autologous NSCLC Peptide-specific DC Vaccine|Autologous NSCLC Peptide-specific Dendritic Cell Vaccine
C121849	BET Inhibitor BMS-986158	BET Inhibitor BMS-986158|BET Inhibitor BMS-986158|BMS-986158
C121850	Cetuximab-IR700 Conjugate RM-1929	ASP 1929|ASP-1929|ASP1929|Cet-IR700|Cetuximab-IR700 Conjugate RM-1929|Cetuximab-IR700 Conjugate RM-1929|RM-1929
C121852	Fursultiamine	"FURSULTIAMINE|Formamide, N-((4-amino-2-methyl-5-pyrimidinyl)methyl)-N-(4-hydroxy-1-methyl-2-(((tetrahydro-2-furanyl)methyl)dithio)-1-butenyl)-|Fursultiamine|TTFD|Thiamine Tetrahydrofurfuryl Disulfide"
C121854	Bemcentinib	AXL Inhibitor BGB324|BGB 324|BGB-324|BGB324|Bemcentinib|Bemcentinib
C121856	Autologous Dendritic Cell Vaccine ACT2001	ACT2001|Autologous DC Vaccine ACT2001|Autologous Dendritic Cell Vaccine ACT2001
C121927	Anti-OX40 Agonist Monoclonal Antibody PF-04518600	Anti-OX40 Agonist Monoclonal Antibody PF-04518600|Anti-OX40 Agonist Monoclonal Antibody PF-04518600|PF-04518600|PF-04518600|PF04518600
C121943	Selonsertib	GS-4997|SELONSERTIB|Selonsertib|Selonsertib
C121947	Personalized Synthetic Long Peptide Breast Cancer Vaccine	Personalized Synthetic Long Peptide Breast Cancer Vaccine|Personalized Synthetic Long Peptide Breast Cancer Vaccine
C121948	BET Inhibitor INCB054329	BET Inhibitor INCB054329|BET Inhibitor INCB054329|INCB054329
C121949	Anti-CD25-PBD Antibody-drug Conjugate ADCT-301	ADC ADCT-301|ADCT-301|Anti-CD25-PBD Antibody-drug Conjugate ADCT-301|Anti-CD25-PBD Antibody-drug Conjugate ADCT-301
C121950	Xanthohumol	"3'-[3,3-Dimethyl allyl]-2',4',4-trihydroxy-6'-methoxychalcone|Xanthohumol"
C121951	Mutant p53 Activator COTI-2	COTI2|Coti-2|Mutant p53 Activator COTI-2|Mutant p53 Activator COTI-2
C121952	pan-RAF Kinase Inhibitor CCT3833	BAL3833|CCT3833|pan-RAF Kinase Inhibitor CCT3833
C121956	MKNK1 Inhibitor BAY 1143269	BAY 1143269|MKNK1 Inhibitor BAY 1143269|MKNK1 Inhibitor BAY 1143269
C121957	WT1 Protein-derived Peptide Vaccine DSP-7888	DSP-7888|WT1 Protein-derived Peptide Vaccine DSP-7888|WT1 Protein-derived Peptide Vaccine DSP-7888
C121960	Pirotinib	KBP-5209|KBP5209|Pirotinib|Pirotinib
C121961	Docetaxel Nanoparticle CPC634	CPC 634|CPC-634|CPC634|CriPec (R) Docetaxel|Docetaxel Nanoparticle CPC634|Docetaxel containing CriPec (R) Nanoparticles|Docetaxel-containing CriPec (R) Nanoparticles CPC634|Nanoparticle-encapsulated Docetaxel CPC634
C122396	Tetravalent RNA-lipoplex Cancer Vaccine	Lipo-MERIT|Tetravalent RNA-lipoplex Cancer Vaccine
C122397	Chimeric Humanized Anti-CD47 Antibody	Chimeric Humanized Anti-CD47 Antibody|Humanized High-chimeric Antibody CD47
C122398	Black Raspberry Nectar	BRB Nectar|Black Raspberry Nectar
C1224	Atamestane	ATAMESTANE|Atamestane|Atamestane|atamestane
C122400	Synthetic Hypericin	Synthetic Hypericin|Synthetic Hypericin|Topical SGX301
C122401	Heterodimeric Interleukin-15	Heterodimeric Interleukin-15|IL-15/sIL-15Ra|hetIL-15
C122402	Autologous Oxidized Ovarian Tumor Cell Lysate Vaccine	Autologous OC-L Vaccine|Autologous Oxidized Ovarian Tumor Cell Lysate Vaccine
C122403	Sevacizumab	Sevacizumab
C122405	Yttrium Y 90 Anti-CDH3 Monoclonal Antibody FF-21101	FF-21101(90Y)|Yttrium Y 90 Anti-CDH3 Monoclonal Antibody FF-21101|Yttrium Y 90 Anti-CDH3 Monoclonal Antibody FF-21101
C122406	Duvortuxizumab	CD19 x CD3 DART Protein JNJ-64052781|DUVORTUXIZUMAB|Duvortuxizumab|Duvortuxizumab|JNJ-64052781|MGD011|RES192M1.2|hBU12(2.4)-hXR32-MP3 M1.2
C1226	Sialyl Tn Antigen	CD175s|STn|STn Antigen|Sialyl Tn Antigen|Sialyl Tn Antigen|Sialyl-Tn|Sialyl-Tn Antigen
C122637	Monomethyl Auristatin E	"(S)-N-((3R,4S,5S)-1-((S)-2-((1R,2R)-3-(((1S,2R)-1-hydroxy-1-phenylpropan-2-yl)amino)-1-methoxy-2-methyl-3-oxopropyl)pyrrolidin-1-yl)-3-methoxy-5-methyl-1-oxoheptan-4-yl)-N,3-dimethyl-2-((S)-3-methyl-2-(methylamino)butanamido)butanamide|L-Valinamide, N-methyl-L-valyl-N-((1S,2R)-4-((2S)-2-((1R,2R)-3-(((1R,2S)-2-hydroxy-1- methyl-2-phenylethyl)amino)-1-methoxy-2-methyl-3-oxopropyl)-1-pyrrolidinyl)-2- methoxy-1-((1S)-1-methylpropyl)-4-oxobutyl)-N-methyl-|MMAE|Monomethyl Auristatin E|Monomethylauristatin E|N(sup 2)-(N-methyl-L-valyl)-N(sup 1)-((1S,2R)-4-((2S)-2-((1R,2R)-3-(((1R,2S)-2-hydroxy-1-methyl-2- phenylethyl)amino)-1-methoxy-2-methyl-3-oxopropyl)pyrrolidin-1-yl)-2-methoxy-1-((1S)-1-methylpropyl)-4-oxobutyl)-N(sup 1)-methyl-L-valinamide"
C122678	IDH1R132H Mutation-targeting IDH1 Peptide Vaccine	IDH1R132H Mutation-targeting IDH1 Peptide Vaccine|IDH1R132H-specific Peptide Vaccine
C122679	Anti-HLA-A2/NY-ESO-1 TCR-transduced Autologous T Lymphocytes	Anti-HLA-A2/NY-ESO-1 TCR-transduced Autologous T Lymphocytes|Anti-HLA-A2/NY-ESO1 TCR-transduced Autologous T cells|Autologous Anti-HLA-A2/NY-ESO1 TCR-transduced T Lymphocytes|Autologous HLA-A2/NY-ESO-1-specific TCR Gene-transduced T-lymphocytes
C122680	Anti-CD20 Monoclonal Antibody SCT400	Anti-CD20 Monoclonal Antibody SCT400|SCT400
C122683	Anti-LAG-3 Monoclonal Antibody LAG525	Anti-LAG-3 Monoclonal Antibody LAG525|Anti-LAG-3 Monoclonal Antibody LAG525|LAG 525|LAG525
C122693	Wnt Signaling Inhibitor SM04755	SM04755|Wnt Signaling Inhibitor SM04755|Wnt Signaling Inhibitor SM04755
C1227	Simalikalactone D	"(+)-Simalikalactone D|Picras-3-ene-2,16-dione, 13,20-epoxy-1,11,12-trihydroxy-15-(2-methyl-1-oxobutoxy)-, (11beta)-|Simalikalactone D"
C122707	Mps1 Inhibitor BAY 1217389	BAY 1217389|Mps1 Inhibitor BAY 1217389|Mps1 Inhibitor BAY 1217389
C122719	FGFR Inhibitor ASP5878	ASP5878|FGFR Inhibitor ASP5878|FGFR Inhibitor ASP5878
C122720	ASP4132	ASP4132
C122816	Antibody-drug Conjugate ABBV-838	ABBV-838|ADC ABBV-838|Antibody-drug Conjugate ABBV-838|Antibody-drug Conjugate ABBV-838
C122833	Anti-CD37 Monoclonal Antibody BI 836826	Anti-CD37 Monoclonal Antibody BI 836826|Anti-CD37 Monoclonal Antibody BI 836826|BI 836826|BI-836826|MAb 37.1
C122834	Selective Estrogen Receptor Degrader AZD9496	"(E)-3-(3,5-Difluoro-4-((1R,3R)-2-(2-fluoro-2-methylpropyl)-3-methyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indol-1-yl)phenyl)acrylic Acid|AZD 9496|AZD-9496|AZD-9496|AZD9496|SERD AZD9496|Selective Estrogen Receptor Degrader AZD9496|Selective Estrogen Receptor Degrader AZD9496"
C122835	Inosine 5'-monophosphate Dehydrogenase Inhibitor FF-10501-01	FF-10501|FF-10501-01|IMPDH Inhibitor FF-10501|Inosine 5'-monophosphate Dehydrogenase Inhibitor FF-10501-01
C122836	mTORC1/2 Kinase Inhibitor BI 860585	BI 860585|mTORC1/2 Kinase Inhibitor BI 860585
C122874	Pan-IDH Mutant Inhibitor AG-881	AG-881|AG881|IDH1/2 Mutant Inhibitor AG-881|Pan IDH Mutant Inhibitor AG-881|Pan-IDH Mutant Inhibitor AG-881|Pan-IDH Mutant Inhibitor AG-881
C122921	Rosmantuzumab	OMP-131R10|ROSMANTUZUMAB|Rosmantuzumab|Rosmantuzumab
C122922	Immunotherapeutic Combination Product CMB305	CMB 305|CMB305|ID-CMB305|ID-LV305 Plus ID G305|Immunotherapeutic Combination Product CMB305|Immunotherapeutic Combination Product CMB305|LV 305 Plus G 305|LV305 Plus G305
C122924	Anti-B7-H3 Antibody DS-5573a	Anti-B7-H3 Antibody DS-5573a|DS-5573a
C1232	Spirogermanium	"2-[3-(Dimethyl-amino)propyl]-8,8-diethyl-2-aza-8-germaspiro[4,5]decane|8,8-Diethyl-N,N-dimethyl-3-aza-8-germaspiro[4,5]decane-2-propanamine|S 99 A|S 99 A|SPG|SPIROGERMANIUM|Spiro 32|Spiro-32|Spirogermanium|Spirogermanium Compound|Spirogermanium compound"
C123267	Anti-ICOS Monoclonal Antibody MEDI-570	Anti-ICOS Monoclonal Antibody MEDI-570|Anti-ICOS Monoclonal Antibody MEDI-570|MEDI-570
C123281	Trilaciclib	"2'-((5-(4-Methylpiperazin-1-yl)pyridin-2-yl)amino)-7',8'-dihydro-6'H-spiro(cyclohexane-1,9'-pyrazino(1',2':1,5)pyrrolo(2,3-d)pyrimidin)-6'-one|G1T28|Spiro(cyclohexane-1,9'(6'H)-pyrazino(1',2':1,5)pyrrolo(2,3-d)pyrimidin)-6'-one, 7',8'-dihydro-2'-((5-(4-methyl-1-piperazinyl)-2-pyridinyl)amino)-|TRILACICLIB|Trilaciclib|Trilaciclib"
C123283	PSA/PSMA DNA Plasmid INO-5150	INO 5150|INO-5150|PSA/PSMA DNA Plasmid INO-5150|PSA/PSMA DNA Plasmid INO-5150|PSA/PSMA Synthetic DNA Vaccine INO-5150|PSA/PSMA-encoding DNA Plasmid INO-5150
C123284	Antibody-drug Conjugate SC-002	ADC SC-002|Antibody-drug Conjugate SC-002|Antibody-drug Conjugate SC-002|SC-002
C1233	Spiromustine	"1,3-diazaspiro(4,5)decane-2,4-dione,3-(2-(bis-chloroethyl)amino)ethyl|SHM|SPIROMUSTINE|Spirohydantoin Mustard|Spirohydantoin mustard|Spiromustine"
